status;price;bed;bath;acre_lot;city;state;zip_code;house_size;sold_date
for_sale;300000;5;2;0,11;Springfield;Massachusetts;1104;2664;
for_sale;1590000;5;7;2,61;Glastonbury;Connecticut;6033;6053;2013-12-18
for_sale;1150000;5;4;1,99;Wilbraham;Massachusetts;1095;6011;2007-10-19
for_sale;398000;5;4;0,97;Windsor;Connecticut;6095;2116;2006-05-10
for_sale;259900;5;3;0,17;Stafford;Connecticut;6076;1658;
for_sale;299900;5;3;0,32;Belchertown;Massachusetts;1007;1850;2012-12-14
for_sale;265000;5;3;0,52;Stafford;Connecticut;6076;2632;
for_sale;499900;5;3;1,7;South Windsor;Connecticut;6074;3400;2009-04-27
for_sale;950000;5;6;5,06;Glastonbury;Connecticut;6033;3390;2004-08-31
for_sale;289000;5;2;0,17;Enfield;Connecticut;6082;1980;2019-12-17
for_sale;269000;5;2;0,11;Springfield;Massachusetts;1108;1634;2021-10-12
for_sale;799900;5;5;2,63;Wilbraham;Massachusetts;1095;5024;
for_sale;445000;5;2;0,64;Suffield;Connecticut;6078;1894;2015-09-14
for_sale;260000;5;3;0,65;Vernon;Connecticut;6066;1867;2002-07-29
for_sale;999900;5;4;5,54;Glastonbury;Connecticut;6033;5503;2006-09-18
for_sale;999900;5;6;8;Monson;Massachusetts;1057;6900;2017-07-24
for_sale;225000;5;3;0,24;Athol;Massachusetts;1331;2314;2008-11-05
for_sale;540000;5;2;;South Hadley;Massachusetts;1075;4375;
for_sale;419900;5;2;2,28;Templeton;Massachusetts;1468;2892;
for_sale;279900;5;3;0,12;Springfield;Massachusetts;1119;1782;2010-09-28
for_sale;519900;5;3;2,26;South Hadley;Massachusetts;1075;3042;
for_sale;825000;5;4;0,48;Longmeadow;Massachusetts;1106;3657;2002-04-22
for_sale;229900;5;2;0,06;Enfield;Connecticut;6082;1824;2022-01-13
for_sale;194000;5;3;0,5;East Windsor;Connecticut;6088;4110;
for_sale;330000;5;2;0,25;Chicopee;Massachusetts;1020;2856;
for_sale;285000;5;2;0,13;Springfield;Massachusetts;1108;2652;2013-04-12
for_sale;399900;5;3;1,73;Hampden;Massachusetts;1036;2354;1987-12-30
for_sale;299000;5;2;0,68;Athol;Massachusetts;1331;2294;1985-10-01
for_sale;399900;5;3;1,73;Hampden;Massachusetts;1036;2354;1987-12-30
for_sale;449000;5;3;0,75;Hampden;Massachusetts;1036;2996;2017-08-25
for_sale;289900;5;3;0,14;Springfield;Massachusetts;1108;2328;1987-11-20
for_sale;175000;5;2;0,13;Holyoke;Massachusetts;1040;1924;2001-10-15
for_sale;289000;5;2;0,27;Montague;Massachusetts;1376;3008;
for_sale;299000;5;2;0,68;Athol;Massachusetts;1331;2294;1985-10-01
for_sale;999900;5;6;8;Monson;Massachusetts;1057;6900;2017-07-24
for_sale;389900;5;2;0,54;Northampton;Massachusetts;1060;2359;
for_sale;689000;5;2;0,38;Northampton;Massachusetts;1060;3364;1991-05-22
for_sale;650000;5;4;0,64;Amherst;Massachusetts;1002;2363;2004-07-28
for_sale;948000;5;4;0,72;Hadley;Massachusetts;1035;3100;
for_sale;239900;5;2;0,3;North Adams;Massachusetts;1247;2796;
for_sale;389000;5;2;0,2;Pittsfield;Massachusetts;1201;2304;1993-12-03
for_sale;159900;5;2;0,27;North Adams;Massachusetts;1247;1749;
for_sale;539000;5;4;2,06;Suffield;Connecticut;6078;3323;2018-07-02
for_sale;175000;5;2;0,13;Holyoke;Massachusetts;1040;1924;2001-10-15
for_sale;160000;5;2;1,27;Orange;Massachusetts;1364;1495;2011-04-29
for_sale;759000;5;2;1,85;South Hadley;Massachusetts;1075;4510;2005-02-01
for_sale;389900;5;2;0,54;Northampton;Massachusetts;1060;2359;
for_sale;475000;5;4;4;Whitingham;Vermont;5361;3300;
for_sale;229000;5;2;0,11;Adams;Massachusetts;1220;2456;
for_sale;149900;5;3;0,1;Pittsfield;Massachusetts;1201;2027;2008-01-18
for_sale;100000;5;2;0,19;Adams;Massachusetts;1220;1800;
for_sale;1075000;5;5;48;Stamford;Vermont;5352;5767;2006-04-14
for_sale;119900;5;2;0,24;North Adams;Massachusetts;1247;2623;2004-01-23
for_sale;259900;5;4;0,26;Pittsfield;Massachusetts;1201;3396;
for_sale;389900;5;2;0,54;Northampton;Massachusetts;1060;2359;
for_sale;559900;5;4;1,18;Lenox;Massachusetts;1240;2704;
for_sale;129900;5;2;0,13;Pittsfield;Massachusetts;1201;1878;
for_sale;450000;5;6;0,63;Dalton;Massachusetts;1226;10411;
for_sale;975000;5;4;58;Savoy;Massachusetts;1256;4685;1995-10-17
for_sale;699000;5;2;0,3;Hinsdale;Massachusetts;1235;1800;
for_sale;699000;5;4;0,9;Pittsfield;Massachusetts;1201;3700;
for_sale;1300000;5;5;43,2;Williamstown;Massachusetts;1267;3392;
for_sale;689000;5;2;0,38;Northampton;Massachusetts;1060;3364;1991-05-22
for_sale;529000;5;3;1,7;Cheshire;Massachusetts;1225;2240;
for_sale;995000;5;4;0,72;Hadley;Massachusetts;1035;4468;1998-01-06
for_sale;1290000;5;5;2;Williamsburg;Massachusetts;1096;4476;2009-06-30
for_sale;129900;5;3;0,12;North Adams;Massachusetts;1247;3536;
for_sale;225000;5;3;0,15;Pittsfield;Massachusetts;1201;2549;1997-12-01
for_sale;1150000;5;6;0,71;Barre;Massachusetts;1005;9484;
for_sale;335000;5;2;0,34;Gardner;Massachusetts;1440;2430;
for_sale;349000;5;2;0,07;Worcester;Massachusetts;1605;2074;2007-08-10
for_sale;525000;5;3;0,7;Worcester;Massachusetts;1610;2500;
for_sale;839900;5;3;;Worcester;Massachusetts;1605;3493;
for_sale;399900;5;2;1;Leicester;Massachusetts;1524;1624;
for_sale;575000;5;3;0,46;Holden;Massachusetts;1520;2200;2003-04-30
for_sale;789900;5;4;10,67;Sturbridge;Massachusetts;1566;2995;
for_sale;995000;5;3;0,49;Shrewsbury;Massachusetts;1545;2858;2004-07-02
for_sale;419900;5;2;2,28;Templeton;Massachusetts;1468;2892;
for_sale;539000;5;4;0,17;Worcester;Massachusetts;1604;2724;2001-02-23
for_sale;650000;5;3;0,54;Paxton;Massachusetts;1612;3024;
for_sale;540000;5;3;0,36;Auburn;Massachusetts;1501;1326;
for_sale;600000;5;1;;Worcester;Massachusetts;1610;2795;
for_sale;689000;5;2;0,38;Northampton;Massachusetts;1060;3364;1991-05-22
for_sale;995000;5;4;0,72;Hadley;Massachusetts;1035;4468;1998-01-06
for_sale;1290000;5;5;2;Williamsburg;Massachusetts;1096;4476;2009-06-30
for_sale;2650000;5;5;33,43;Westhampton;Massachusetts;1027;6900;
for_sale;175000;5;2;0,13;Holyoke;Massachusetts;1040;1924;2001-10-15
for_sale;389900;5;2;0,54;Northampton;Massachusetts;1060;2359;
for_sale;759000;5;2;1,85;South Hadley;Massachusetts;1075;4510;2005-02-01
for_sale;379900;5;5;0,17;Chicopee;Massachusetts;1013;4283;
for_sale;689000;5;2;0,38;Northampton;Massachusetts;1060;3364;1991-05-22
for_sale;289900;5;2;0,15;Chicopee;Massachusetts;1020;2316;2020-09-28
for_sale;299900;5;3;0,32;Belchertown;Massachusetts;1007;1850;2012-12-14
for_sale;379900;5;2;0,85;South Hadley;Massachusetts;1075;1605;2017-02-13
for_sale;995000;5;4;0,72;Hadley;Massachusetts;1035;4468;1998-01-06
for_sale;1290000;5;5;2;Williamsburg;Massachusetts;1096;4476;2009-06-30
for_sale;540000;5;2;;South Hadley;Massachusetts;1075;4375;
for_sale;330000;5;2;0,25;Chicopee;Massachusetts;1020;2856;
for_sale;519900;5;3;2,26;South Hadley;Massachusetts;1075;3042;
for_sale;299900;5;2;0,51;Chicopee;Massachusetts;1020;2264;
for_sale;650000;5;4;0,64;Amherst;Massachusetts;1002;2363;2004-07-28
for_sale;948000;5;4;0,72;Hadley;Massachusetts;1035;3100;
for_sale;229900;5;4;0,16;Ware;Massachusetts;1082;4341;2006-05-04
for_sale;379900;5;5;0,17;Chicopee;Massachusetts;1013;4283;
for_sale;389900;5;2;0,54;Northampton;Massachusetts;1060;2359;
for_sale;299900;5;3;0,32;Belchertown;Massachusetts;1007;1850;2012-12-14
for_sale;379900;5;2;0,85;South Hadley;Massachusetts;1075;1605;2017-02-13
for_sale;1290000;5;5;2;Williamsburg;Massachusetts;1096;4476;2009-06-30
for_sale;2650000;5;5;33,43;Westhampton;Massachusetts;1027;6900;
for_sale;995000;5;4;0,72;Hadley;Massachusetts;1035;4468;1998-01-06
for_sale;525000;5;4;0,38;Greenfield;Massachusetts;1301;3606;
for_sale;689000;5;2;0,38;Northampton;Massachusetts;1060;3364;1991-05-22
for_sale;225000;5;3;0,24;Athol;Massachusetts;1331;2314;2008-11-05
for_sale;1125000;5;5;2;Bernardston;Massachusetts;1337;4500;2005-08-11
for_sale;540000;5;2;;South Hadley;Massachusetts;1075;4375;
for_sale;519900;5;3;2,26;South Hadley;Massachusetts;1075;3042;
for_sale;948000;5;4;0,72;Hadley;Massachusetts;1035;3100;
for_sale;275000;5;2;2,11;Athol;Massachusetts;1331;3024;1984-04-27
for_sale;299900;5;2;0,51;Chicopee;Massachusetts;1020;2264;
for_sale;259900;5;2;0,15;Athol;Massachusetts;1331;2406;2008-04-14
for_sale;650000;5;4;0,64;Amherst;Massachusetts;1002;2363;2004-07-28
for_sale;175000;5;2;0,13;Holyoke;Massachusetts;1040;1924;2001-10-15
for_sale;389900;5;2;0,54;Northampton;Massachusetts;1060;2359;
for_sale;439900;5;4;0,53;Agawam;Massachusetts;1030;2094;1996-07-31
for_sale;759000;5;2;1,85;South Hadley;Massachusetts;1075;4510;2005-02-01
for_sale;379900;5;5;0,17;Chicopee;Massachusetts;1013;4283;
for_sale;670000;5;3;1,66;Westfield;Massachusetts;1085;4296;2010-06-02
for_sale;689000;5;2;0,38;Northampton;Massachusetts;1060;3364;1991-05-22
for_sale;289900;5;2;0,15;Chicopee;Massachusetts;1020;2316;2020-09-28
for_sale;179900;5;2;0,11;Springfield;Massachusetts;1109;1892;2001-06-21
for_sale;725000;5;4;0,5;West Springfield;Massachusetts;1089;5694;1987-05-15
for_sale;389900;5;3;2;Agawam;Massachusetts;1030;2777;
for_sale;379900;5;2;0,85;South Hadley;Massachusetts;1075;1605;2017-02-13
for_sale;300000;5;2;0,11;Springfield;Massachusetts;1104;2664;
for_sale;749900;5;5;0,75;Westfield;Massachusetts;1085;3213;2004-02-13
for_sale;2650000;5;5;33,43;Westhampton;Massachusetts;1027;6900;
for_sale;299900;5;3;0,32;Belchertown;Massachusetts;1007;1850;2012-12-14
for_sale;1290000;5;5;2;Williamsburg;Massachusetts;1096;4476;2009-06-30
for_sale;324900;5;3;0,59;Westfield;Massachusetts;1085;2287;1989-10-02
for_sale;525000;5;4;0,38;Greenfield;Massachusetts;1301;3606;
for_sale;995000;5;4;0,72;Hadley;Massachusetts;1035;4468;1998-01-06
for_sale;540000;5;2;;South Hadley;Massachusetts;1075;4375;
for_sale;519900;5;3;2,26;South Hadley;Massachusetts;1075;3042;
for_sale;948000;5;4;0,72;Hadley;Massachusetts;1035;3100;
for_sale;760000;5;4;0,5;Agawam;Massachusetts;1030;3200;
for_sale;330000;5;2;0,25;Chicopee;Massachusetts;1020;2856;
for_sale;299900;5;2;0,51;Chicopee;Massachusetts;1020;2264;
for_sale;650000;5;4;0,64;Amherst;Massachusetts;1002;2363;2004-07-28
for_sale;375000;5;2;0,6;Westfield;Massachusetts;1085;2700;2007-07-16
for_sale;175000;5;2;0,13;Holyoke;Massachusetts;1040;1924;2001-10-15
for_sale;439900;5;4;0,53;Agawam;Massachusetts;1030;2094;1996-07-31
for_sale;759000;5;2;1,85;South Hadley;Massachusetts;1075;4510;2005-02-01
for_sale;389900;5;2;0,54;Northampton;Massachusetts;1060;2359;
for_sale;670000;5;3;1,66;Westfield;Massachusetts;1085;4296;2010-06-02
for_sale;379900;5;5;0,17;Chicopee;Massachusetts;1013;4283;
for_sale;1350000;5;4;3,4;Suffield;Connecticut;6078;3927;2014-11-24
for_sale;289900;5;2;0,15;Chicopee;Massachusetts;1020;2316;2020-09-28
for_sale;689000;5;2;0,38;Northampton;Massachusetts;1060;3364;1991-05-22
for_sale;389900;5;3;2;Agawam;Massachusetts;1030;2777;
for_sale;179900;5;2;0,11;Springfield;Massachusetts;1109;1892;2001-06-21
for_sale;725000;5;4;0,5;West Springfield;Massachusetts;1089;5694;1987-05-15
for_sale;2650000;5;5;33,43;Westhampton;Massachusetts;1027;6900;
for_sale;379900;5;2;0,85;South Hadley;Massachusetts;1075;1605;2017-02-13
for_sale;300000;5;2;0,11;Springfield;Massachusetts;1104;2664;
for_sale;749900;5;5;0,75;Westfield;Massachusetts;1085;3213;2004-02-13
for_sale;269000;5;2;0,11;Springfield;Massachusetts;1108;1634;2021-10-12
for_sale;324900;5;3;0,59;Westfield;Massachusetts;1085;2287;1989-10-02
for_sale;1290000;5;5;2;Williamsburg;Massachusetts;1096;4476;2009-06-30
for_sale;995000;5;4;0,72;Hadley;Massachusetts;1035;4468;1998-01-06
for_sale;525000;5;4;0,38;Greenfield;Massachusetts;1301;3606;
for_sale;1125000;5;5;2;Bernardston;Massachusetts;1337;4500;2005-08-11
for_sale;540000;5;2;;South Hadley;Massachusetts;1075;4375;
for_sale;760000;5;4;0,5;Agawam;Massachusetts;1030;3200;
for_sale;279900;5;3;0,12;Springfield;Massachusetts;1119;1782;2010-09-28
for_sale;519900;5;3;2,26;South Hadley;Massachusetts;1075;3042;
for_sale;825000;5;4;0,48;Longmeadow;Massachusetts;1106;3657;2002-04-22
for_sale;948000;5;4;0,72;Hadley;Massachusetts;1035;3100;
for_sale;330000;5;2;0,25;Chicopee;Massachusetts;1020;2856;
for_sale;375000;5;2;0,6;Westfield;Massachusetts;1085;2700;2007-07-16
for_sale;285000;5;2;0,13;Springfield;Massachusetts;1108;2652;2013-04-12
for_sale;289000;5;2;0,27;Montague;Massachusetts;1376;3008;
for_sale;239000;5;2;0,11;Hinsdale;New Hampshire;3451;1994;
for_sale;539000;5;4;2,06;Suffield;Connecticut;6078;3323;2018-07-02
for_sale;175000;5;2;0,13;Holyoke;Massachusetts;1040;1924;2001-10-15
for_sale;160000;5;2;1,27;Orange;Massachusetts;1364;1495;2011-04-29
for_sale;439900;5;4;0,53;Agawam;Massachusetts;1030;2094;1996-07-31
for_sale;759000;5;2;1,85;South Hadley;Massachusetts;1075;4510;2005-02-01
for_sale;379900;5;5;0,17;Chicopee;Massachusetts;1013;4283;
for_sale;389900;5;2;0,54;Northampton;Massachusetts;1060;2359;
for_sale;670000;5;3;1,66;Westfield;Massachusetts;1085;4296;2010-06-02
for_sale;289900;5;2;0,15;Chicopee;Massachusetts;1020;2316;2020-09-28
for_sale;689000;5;2;0,38;Northampton;Massachusetts;1060;3364;1991-05-22
for_sale;389900;5;3;2;Agawam;Massachusetts;1030;2777;
for_sale;179900;5;2;0,11;Springfield;Massachusetts;1109;1892;2001-06-21
for_sale;725000;5;4;0,5;West Springfield;Massachusetts;1089;5694;1987-05-15
for_sale;749900;5;5;0,75;Westfield;Massachusetts;1085;3213;2004-02-13
for_sale;2650000;5;5;33,43;Westhampton;Massachusetts;1027;6900;
for_sale;379900;5;2;0,85;South Hadley;Massachusetts;1075;1605;2017-02-13
for_sale;300000;5;2;0,11;Springfield;Massachusetts;1104;2664;
for_sale;299900;5;3;0,32;Belchertown;Massachusetts;1007;1850;2012-12-14
for_sale;1290000;5;5;2;Williamsburg;Massachusetts;1096;4476;2009-06-30
for_sale;269000;5;2;0,11;Springfield;Massachusetts;1108;1634;2021-10-12
for_sale;324900;5;3;0,59;Westfield;Massachusetts;1085;2287;1989-10-02
for_sale;995000;5;4;0,72;Hadley;Massachusetts;1035;4468;1998-01-06
for_sale;525000;5;4;0,38;Greenfield;Massachusetts;1301;3606;
for_sale;1125000;5;5;2;Bernardston;Massachusetts;1337;4500;2005-08-11
for_sale;540000;5;2;;South Hadley;Massachusetts;1075;4375;
for_sale;760000;5;4;0,5;Agawam;Massachusetts;1030;3200;
for_sale;279900;5;3;0,12;Springfield;Massachusetts;1119;1782;2010-09-28
for_sale;519900;5;3;2,26;South Hadley;Massachusetts;1075;3042;
for_sale;825000;5;4;0,48;Longmeadow;Massachusetts;1106;3657;2002-04-22
for_sale;948000;5;4;0,72;Hadley;Massachusetts;1035;3100;
for_sale;330000;5;2;0,25;Chicopee;Massachusetts;1020;2856;
for_sale;375000;5;2;0,6;Westfield;Massachusetts;1085;2700;2007-07-16
for_sale;285000;5;2;0,13;Springfield;Massachusetts;1108;2652;2013-04-12
for_sale;299900;5;2;0,51;Chicopee;Massachusetts;1020;2264;
for_sale;399900;5;3;1,73;Hampden;Massachusetts;1036;2354;1987-12-30
for_sale;1150000;5;6;0,71;Barre;Massachusetts;1005;9484;
for_sale;160000;5;2;1,27;Orange;Massachusetts;1364;1495;2011-04-29
for_sale;229900;5;4;0,16;Ware;Massachusetts;1082;4341;2006-05-04
for_sale;299900;5;3;0,32;Belchertown;Massachusetts;1007;1850;2012-12-14
for_sale;399900;5;2;1;Leicester;Massachusetts;1524;1624;
for_sale;999900;5;6;8;Monson;Massachusetts;1057;6900;2017-07-24
for_sale;225000;5;3;0,24;Athol;Massachusetts;1331;2314;2008-11-05
for_sale;799900;5;5;2,63;Wilbraham;Massachusetts;1095;5024;
for_sale;650000;5;3;0,54;Paxton;Massachusetts;1612;3024;
for_sale;789900;5;4;10,67;Sturbridge;Massachusetts;1566;2995;
for_sale;275000;5;2;2,11;Athol;Massachusetts;1331;3024;1984-04-27
for_sale;259900;5;2;0,15;Athol;Massachusetts;1331;2406;2008-04-14
for_sale;650000;5;4;0,64;Amherst;Massachusetts;1002;2363;2004-07-28
for_sale;359999;5;4;0,73;Tolland;Connecticut;6084;2132;2020-07-23
for_sale;539000;5;4;2,06;Suffield;Connecticut;6078;3323;2018-07-02
for_sale;275000;5;5;0,26;Vernon;Connecticut;6066;6890;1994-11-23
for_sale;248000;5;2;0,64;Suffield;Connecticut;6078;2942;
for_sale;799900;5;5;3,2;East Windsor;Connecticut;6016;4907;
for_sale;175000;5;2;0,13;Holyoke;Massachusetts;1040;1924;2001-10-15
for_sale;270000;5;3;0,12;Enfield;Connecticut;6082;3117;2014-07-01
for_sale;294900;5;3;0,3;Enfield;Connecticut;6082;1772;2005-08-15
for_sale;439900;5;4;0,53;Agawam;Massachusetts;1030;2094;1996-07-31
for_sale;670000;5;3;1,66;Westfield;Massachusetts;1085;4296;2010-06-02
for_sale;650000;5;4;0,69;South Windsor;Connecticut;6074;3050;2007-07-26
for_sale;900000;5;5;0,93;Ellington;Connecticut;6029;3878;
for_sale;295000;5;5;0,35;Stafford;Connecticut;6076;2295;
for_sale;1350000;5;4;3,4;Suffield;Connecticut;6078;3927;2014-11-24
for_sale;189900;5;3;0,2;Stafford;Connecticut;6076;1405;
for_sale;379900;5;5;0,17;Chicopee;Massachusetts;1013;4283;
for_sale;489900;5;3;1,1;South Windsor;Connecticut;6074;4081;2006-06-30
for_sale;229900;5;4;0,16;Ware;Massachusetts;1082;4341;2006-05-04
for_sale;439900;5;4;0,49;Windsor;Connecticut;6095;2942;
for_sale;234500;5;3;0,51;East Windsor;Connecticut;6088;1568;1988-11-15
for_sale;269900;5;2;0,83;Windsor;Connecticut;6095;2243;
for_sale;349900;5;3;0,35;Enfield;Connecticut;6082;2064;2021-04-05
for_sale;289900;5;2;0,15;Chicopee;Massachusetts;1020;2316;2020-09-28
for_sale;569000;5;5;1,37;South Windsor;Connecticut;6074;3000;
for_sale;439900;5;4;2;Somers;Connecticut;6071;3336;
for_sale;239900;5;3;0,12;Vernon;Connecticut;6066;1834;2003-11-04
for_sale;425000;5;3;0,69;Ellington;Connecticut;6029;2742;1997-10-31
for_sale;179900;5;2;0,11;Springfield;Massachusetts;1109;1892;2001-06-21
for_sale;725000;5;4;0,5;West Springfield;Massachusetts;1089;5694;1987-05-15
for_sale;225000;5;3;0,13;Stafford;Connecticut;6076;2332;
for_sale;379900;5;2;0,85;South Hadley;Massachusetts;1075;1605;2017-02-13
for_sale;300000;5;2;0,11;Springfield;Massachusetts;1104;2664;
for_sale;749900;5;5;0,75;Westfield;Massachusetts;1085;3213;2004-02-13
for_sale;1150000;5;4;1,99;Wilbraham;Massachusetts;1095;6011;2007-10-19
for_sale;398000;5;4;0,97;Windsor;Connecticut;6095;2116;2006-05-10
for_sale;259900;5;3;0,17;Stafford;Connecticut;6076;1658;
for_sale;489900;5;4;1;Windsor;Connecticut;6095;2901;2012-08-28
for_sale;265000;5;3;0,52;Stafford;Connecticut;6076;2632;
for_sale;499900;5;3;1,7;South Windsor;Connecticut;6074;3400;2009-04-27
for_sale;289000;5;2;0,17;Enfield;Connecticut;6082;1980;2019-12-17
for_sale;269000;5;2;0,11;Springfield;Massachusetts;1108;1634;2021-10-12
for_sale;799900;5;5;2,63;Wilbraham;Massachusetts;1095;5024;
for_sale;445000;5;2;0,64;Suffield;Connecticut;6078;1894;2015-09-14
for_sale;760000;5;4;0,5;Agawam;Massachusetts;1030;3200;
for_sale;999900;5;6;8;Monson;Massachusetts;1057;6900;2017-07-24
for_sale;259900;5;3;0,29;Windsor Locks;Connecticut;6096;2873;
for_sale;279900;5;3;0,12;Springfield;Massachusetts;1119;1782;2010-09-28
for_sale;825000;5;4;0,48;Longmeadow;Massachusetts;1106;3657;2002-04-22
